Ensg	Hgnc	Rank	Zscore	HP:0002069	HP:0002121	HP:0011198
ENSG00000078725	BRINP1	423	4.604	3.278	3.076	1.62
ENSG00000150672	DLG2	424	4.601	1.632	3.108	3.23
ENSG00000004660	CAMKK1	425	4.596	3.364	2.737	1.86
ENSG00000158445	KCNB1	426	4.595	2.952	2.007	3.0
ENSG00000155980	KIF5A	427	4.594	3.166	3.448	1.343
ENSG00000205856	C22orf42	428	4.594	1.852	2.007	4.097
ENSG00000251399		429	4.59	2.176	3.443	2.331
ENSG00000067840	PDZD4	430	4.589	2.152	1.486	4.31
ENSG00000172379	ARNT2	431	4.587	2.014	2.308	3.623
ENSG00000130558	OLFM1	432	4.584	2.011	2.703	3.227
ENSG00000111275	ALDH2	433	4.58	4.584	2.803	0.547
ENSG00000278311	GGNBP2	434	4.579	1.463	0.548	5.921
ENSG00000156304	SCAF4	435	4.578	2.797	1.843	3.29
ENSG00000269935		436	4.567	2.198	2.105	3.608
ENSG00000189212	DPY19L2P1	437	4.567	2.938	4.165	0.807
ENSG00000249896	LINC02495	438	4.566	3.011	1.911	2.987
ENSG00000221870		439	4.562	1.873	5.065	0.963
ENSG00000260838		440	4.559	2.332	3.112	2.452
ENSG00000150625	GPM6A	441	4.545	1.263	4.0	2.61
ENSG00000142197	DOPEY2	442	4.545	2.027	2.569	3.277
ENSG00000128165	ADM2	443	4.538	0.919	2.366	4.576
ENSG00000160299	PCNT	444	4.526	2.302	3.782	1.756
ENSG00000203879	GDI1	445	4.52	0.278	3.0	4.55
ENSG00000235215		446	4.515	1.546	2.852	3.423
ENSG00000205279	CTXN3	447	4.514	2.964	4.439	0.416
ENSG00000278012		448	4.512	0.838	3.605	3.372
ENSG00000127585	FBXL16	449	4.511	1.823	0.178	5.812
ENSG00000259385		450	4.509	2.421	3.179	2.21
ENSG00000161654	LSM12	451	4.503	4.966	1.347	1.487
ENSG00000196104	SPOCK3	452	4.496	3.393	4.288	0.106
ENSG00000198576	ARC	453	4.494	2.986	2.027	2.772
ENSG00000156298	TSPAN7	454	4.492	3.401	1.077	3.303
ENSG00000091844	RGS17	455	4.485	2.723	2.167	2.878
ENSG00000168314	MOBP	456	4.484	2.667	3.833	1.266
ENSG00000165186	PTCHD1	457	4.478	3.03	2.348	2.378
ENSG00000182916	TCEAL7	458	4.477	2.669	4.452	0.635
ENSG00000101638	ST8SIA5	459	4.474	2.404	3.211	2.134
ENSG00000016602	CLCA4	460	4.47	3.452	3.444	0.846
ENSG00000100167	SEPT3	461	4.469	2.675	1.285	3.781
ENSG00000154277	UCHL1	462	4.469	3.259	1.482	2.999
ENSG00000040608	RTN4R	463	4.469	3.273	0.753	3.714
ENSG00000179456	ZBTB18	464	4.467	1.308	2.768	3.662
ENSG00000188211	NCR3LG1	465	4.466	2.854	1.467	3.415
ENSG00000146469	VIP	466	4.459	2.447	2.89	2.386
ENSG00000236404	VLDLR-AS1	467	4.456	1.321	2.089	4.308
ENSG00000259070	LINC00639	468	4.456	1.772	3.48	2.466
ENSG00000249417		469	4.45	2.203	2.777	2.729
ENSG00000157764	BRAF	470	4.447	3.38	2.15	2.173
ENSG00000152402	GUCY1A2	471	4.44	0.758	3.323	3.61
ENSG00000128872	TMOD2	472	4.436	1.994	3.166	2.522
ENSG00000113763	UNC5A	473	4.435	2.512	1.986	3.184
ENSG00000151917	BEND6	474	4.435	2.538	4.263	0.88
ENSG00000138834	MAPK8IP3	475	4.432	2.567	4.439	0.67
ENSG00000225140		476	4.43	2.287	4.148	1.238
ENSG00000105613	MAST1	477	4.428	3.158	1.324	3.188
ENSG00000237517	DGCR5	478	4.428	2.782	1.174	3.714
ENSG00000277200		479	4.425	2.438	1.364	3.864
ENSG00000257434		480	4.422	1.661	4.447	1.55
ENSG00000163873	GRIK3	481	4.417	3.209	1.811	2.631
ENSG00000173065	FAM222B	482	4.411	2.675	1.031	3.933
ENSG00000080802	CNOT4	483	4.409	3.733	1.936	1.968
ENSG00000263834	MIR4635	484	4.406	2.32	3.704	1.607
ENSG00000188786	MTF1	485	4.405	2.411	2.732	2.486
ENSG00000260135	MMP2-AS1	486	4.404	3.226	3.068	1.334
ENSG00000176884	GRIN1	487	4.396	2.173	3.219	2.222
ENSG00000134115	CNTN6	488	4.395	2.384	4.297	0.931
ENSG00000227906	SNAP25-AS1	489	4.394	2.291	2.865	2.454
ENSG00000275801		490	4.391	3.551	0.515	3.54
ENSG00000164794	KCNV1	491	4.385	2.832	2.663	2.101
ENSG00000087086	FTL	492	4.38	5.41	1.136	1.041
ENSG00000142875	PRKACB	493	4.38	2.099	3.024	2.464
ENSG00000232160	RAP2C-AS1	494	4.375	4.009	2.087	1.482
ENSG00000164106	SCRG1	495	4.374	2.646	1.608	3.322
ENSG00000196517	SLC6A9	496	4.373	1.213	2.797	3.564
ENSG00000112293	GPLD1	497	4.371	1.973	4.857	0.741
ENSG00000236467	KCNMA1-AS1	498	4.366	2.39	3.553	1.618
ENSG00000157064	NMNAT2	499	4.363	2.437	1.192	3.928
ENSG00000013441	CLK1	500	4.355	1.673	1.659	4.21
ENSG00000072832	CRMP1	501	4.355	1.9	3.087	2.555
ENSG00000144339	TMEFF2	502	4.354	1.767	3.258	2.516
ENSG00000134121	CHL1	503	4.353	1.849	2.769	2.922
ENSG00000187189	TSPYL4	504	4.351	-0.207	4.623	3.119
ENSG00000154478	GPR26	505	4.35	0.821	3.75	2.964
ENSG00000213424	KRT222	506	4.348	3.253	3.469	0.808
ENSG00000155052	CNTNAP5	507	4.345	3.15	2.958	1.418
ENSG00000185338	SOCS1	508	4.344	2.101	2.893	2.53
ENSG00000100505	TRIM9	509	4.343	1.973	1.838	3.711
ENSG00000044459	CNTLN	510	4.342	1.675	2.507	3.338
ENSG00000198216	CACNA1E	511	4.333	0.934	4.094	2.477
ENSG00000243317	STMP1	512	4.33	2.516	2.636	2.348
ENSG00000203930	LINC00632	513	4.324	2.553	4.019	0.919
ENSG00000253230	LINC00599	514	4.324	2.293	2.461	2.735
ENSG00000280195		515	4.322	3.035	2.48	1.971
ENSG00000036530	CYP46A1	516	4.318	2.087	1.675	3.716
ENSG00000079102	RUNX1T1	517	4.316	1.502	4.87	1.104
ENSG00000176956	LY6H	518	4.316	2.189	1.27	4.016
ENSG00000270953		519	4.312	4.121	1.807	1.54
ENSG00000232000	CLCN3P1	520	4.309	2.524	2.498	2.441
ENSG00000109339	MAPK10	521	4.306	3.0	3.0	1.458
ENSG00000224137	LINC01857	522	4.304	4.069	2.317	1.069
ENSG00000210077	MT-TV	523	4.303	6.172	0.798	0.484
ENSG00000105711	SCN1B	524	4.302	3.0	3.169	1.282
ENSG00000048540	LMO3	525	4.3	3.106	2.99	1.351
ENSG00000153956	CACNA2D1	526	4.297	2.706	2.388	2.348
ENSG00000277586	NEFL	527	4.296	1.365	3.666	2.41
ENSG00000197102	DYNC1H1	528	4.293	2.175	1.712	3.549
ENSG00000196376	SLC35F1	529	4.292	3.123	1.122	3.189
ENSG00000173404	INSM1	530	4.292	2.185	1.4	3.85
ENSG00000187902	SHISA7	531	4.289	1.947	2.823	2.659
ENSG00000204677	FAM153C	532	4.288	2.216	3.124	2.086
ENSG00000240694	PNMA2	533	4.287	3.018	2.102	2.305
ENSG00000210154	MT-TD	534	4.284	5.439	0.322	1.66
ENSG00000234177	LINC01114	535	4.283	3.921	2.453	1.044
ENSG00000123901	GPR83	536	4.282	2.304	2.734	2.378
ENSG00000210082	MT-RNR2	537	4.275	10.592	-1.865	-1.323
ENSG00000187664	HAPLN4	538	4.269	1.48	3.265	2.649
ENSG00000171817	ZNF540	539	4.266	1.888	3.432	2.069
ENSG00000142408	CACNG8	540	4.264	2.52	3.306	1.56
ENSG00000164949	GEM	541	4.259	1.883	4.175	1.319
ENSG00000145087	STXBP5L	542	4.258	2.28	2.478	2.617
ENSG00000113657	DPYSL3	543	4.258	2.592	2.065	2.718
ENSG00000139269	INHBE	544	4.255	2.052	2.9	2.417
ENSG00000215397	SCRT2	545	4.254	2.941	1.551	2.877
ENSG00000275894		546	4.253	3.453	0.761	3.151
ENSG00000136535	TBR1	547	4.25	2.964	1.811	2.586
ENSG00000260769		548	4.247	2.281	3.666	1.408
ENSG00000171476	HOPX	549	4.242	1.809	2.873	2.665
ENSG00000137261	KIAA0319	550	4.24	4.002	2.041	1.301
ENSG00000106976	DNM1	551	4.24	3.0	3.0	1.343
ENSG00000227392	HPN-AS1	552	4.24	3.522	2.987	0.835
ENSG00000144815	NXPE3	553	4.234	2.431	3.625	1.278
ENSG00000143473	KCNH1	554	4.232	1.257	4.129	1.945
ENSG00000173812	EIF1	555	4.232	2.535	1.007	3.788
ENSG00000087258	GNAO1	556	4.23	1.111	2.123	4.093
ENSG00000165868	HSPA12A	557	4.229	1.501	3.29	2.535
ENSG00000055813	CCDC85A	558	4.228	2.905	4.115	0.303
ENSG00000226203	LINC01733	559	4.224	2.504	2.169	2.642
ENSG00000164326	CARTPT	560	4.221	2.825	2.421	2.066
ENSG00000198797	BRINP2	561	4.221	3.425	3.017	0.87
ENSG00000152128	TMEM163	562	4.218	2.11	1.767	3.427
ENSG00000072315	TRPC5	563	4.216	1.473	2.488	3.342
ENSG00000187486	KCNJ11	564	4.214	3.446	0.853	3.0
ENSG00000149927	DOC2A	565	4.21	3.429	2.369	1.493
ENSG00000145362	ANK2	566	4.201	3.013	2.056	2.207
ENSG00000139899	CBLN3	567	4.2	1.775	4.28	1.22
ENSG00000168843	FSTL5	568	4.191	2.816	1.814	2.63
ENSG00000118518	RNF146	569	4.19	2.833	3.045	1.379
ENSG00000243232	PCDHAC2	570	4.186	3.537	1.693	2.02
ENSG00000139874	SSTR1	571	4.185	2.387	1.806	3.056
ENSG00000272372		572	4.185	1.483	0.937	4.828
ENSG00000183230	CTNNA3	573	4.183	3.949	2.464	0.832
ENSG00000139155	SLCO1C1	574	4.181	2.767	2.371	2.104
ENSG00000152969	JAKMIP1	575	4.176	2.704	1.508	3.02
ENSG00000141542	RAB40B	576	4.169	3.315	2.351	1.554
ENSG00000233542		577	4.167	2.961	2.238	2.018
ENSG00000272636	DOC2B	578	4.16	2.362	4.286	0.557
ENSG00000186288	PABPC1L2A	579	4.156	2.82	2.699	1.678
ENSG00000146360	GPR6	580	4.153	2.096	1.855	3.242
ENSG00000250075		581	4.14	2.542	2.295	2.334
ENSG00000132718	SYT11	582	4.135	1.664	3.302	2.195
ENSG00000249119	MTND6P4	583	4.13	6.581	0.895	-0.323
ENSG00000261292		584	4.127	2.376	4.138	0.635
ENSG00000236333	TRHDE-AS1	585	4.125	1.414	5.588	0.142
ENSG00000160271	RALGDS	586	4.12	2.11	3.182	1.845
ENSG00000173064	HECTD4	587	4.12	-0.404	5.521	2.019
ENSG00000220563	PKMP3	588	4.12	2.265	4.626	0.244
ENSG00000272619		589	4.117	1.643	3.674	1.815
ENSG00000156011	PSD3	590	4.116	0.767	2.779	3.583
ENSG00000187135	VSTM2B	591	4.115	2.189	3.559	1.38
ENSG00000114279	FGF12	592	4.112	1.691	2.431	3.0
ENSG00000183718	TRIM52	593	4.111	3.492	2.353	1.274
ENSG00000228971		594	4.11	1.631	3.083	2.404
ENSG00000072657	TRHDE	595	4.103	2.362	5.337	-0.593
ENSG00000107317	PTGDS	596	4.096	2.523	5.368	-0.797
ENSG00000167964	RAB26	597	4.092	1.983	3.241	1.863
ENSG00000092096	SLC22A17	598	4.091	2.53	3.202	1.354
ENSG00000156097	GPR61	599	4.084	2.798	3.388	0.888
ENSG00000234041		600	4.078	2.325	2.847	1.892
ENSG00000102804	TSC22D1	601	4.074	1.34	4.753	0.963
ENSG00000124780	KCNK17	602	4.073	2.667	0.893	3.495
ENSG00000168539	CHRM1	603	4.073	3.136	1.622	2.296
ENSG00000197312	DDI2	604	4.071	4.225	1.145	1.681
ENSG00000146021	KLHL3	605	4.068	2.028	3.343	1.675
ENSG00000178662	CSRNP3	606	4.066	1.867	4.116	1.058
ENSG00000145911	N4BP3	607	4.063	1.547	2.405	3.085
ENSG00000255693	LINC02389	608	4.057	2.006	4.241	0.779
ENSG00000185829	ARL17A	609	4.049	2.662	2.697	1.654
ENSG00000153902	LGI4	610	4.048	3.102	2.921	0.988
ENSG00000272321		611	4.047	2.154	3.47	1.384
ENSG00000087074	PPP1R15A	612	4.043	2.44	2.689	1.873
ENSG00000178222	RNF212	613	4.041	1.709	2.492	2.798
ENSG00000105617	LENG1	614	4.041	1.911	3.249	1.839
ENSG00000248469		615	4.038	0.977	2.997	3.021
ENSG00000071242	RPS6KA2	616	4.035	1.951	2.176	2.863
ENSG00000188021	UBQLN2	617	4.033	1.784	0.759	4.442
ENSG00000172824	CES4A	618	4.027	1.532	3.016	2.426
ENSG00000255571	MIR9-3HG	619	4.022	2.255	2.475	2.237
ENSG00000108587	GOSR1	620	4.017	-0.714	2.145	5.527
ENSG00000254132	MTND6P3	621	4.014	5.676	1.737	-0.46
ENSG00000054523	KIF1B	622	4.014	1.458	3.121	2.374
ENSG00000113615	SEC24A	623	4.01	0.893	2.789	3.264
ENSG00000177182	CLVS1	624	4.01	1.683	3.848	1.414
ENSG00000167614	TTYH1	625	4.006	2.725	2.5	1.713
ENSG00000147162	OGT	626	4.005	2.059	0.687	4.192
ENSG00000177990	DPY19L2	627	4.001	2.518	3.052	1.361
ENSG00000139200	PIANP	628	3.999	2.559	2.477	1.89
ENSG00000139973	SYT16	629	3.997	2.354	1.842	2.727
ENSG00000166123	GPT2	630	3.995	3.0	0.957	2.962
ENSG00000005339	CREBBP	631	3.995	1.601	2.388	2.93
ENSG00000162951	LRRTM1	632	3.994	2.005	1.745	3.169
ENSG00000127325	BEST3	633	3.992	2.522	3.615	0.778
ENSG00000177234	LINC01561	634	3.992	1.587	4.388	0.938
ENSG00000182670	TTC3	635	3.988	1.196	3.808	1.904
ENSG00000265808	SEC22B	636	3.985	2.151	4.32	0.43
ENSG00000149256	TENM4	637	3.982	1.489	2.589	2.82
ENSG00000273238		638	3.977	1.415	2.742	2.73
ENSG00000261963	CCDC92B	639	3.976	1.79	0.896	4.2
ENSG00000119946	CNNM1	640	3.97	2.853	2.998	1.024
ENSG00000157540	DYRK1A	641	3.97	0.089	2.75	4.037
ENSG00000111674	ENO2	642	3.968	2.16	3.907	0.805
ENSG00000156076	WIF1	643	3.967	2.839	3.382	0.65
ENSG00000053438	NNAT	644	3.965	2.829	2.307	1.732
ENSG00000158480	SPATA2	645	3.962	1.666	2.238	2.958
ENSG00000067715	SYT1	646	3.958	2.696	4.059	0.101
ENSG00000187391	MAGI2	647	3.958	0.718	3.446	2.692
ENSG00000281135		648	3.952	2.608	2.6	1.638
ENSG00000152223	EPG5	649	3.949	1.29	1.927	3.622
ENSG00000112159	MDN1	650	3.948	1.557	3.11	2.172
ENSG00000185610	DBX2	651	3.948	3.279	2.183	1.376
ENSG00000221932	HEPN1	652	3.945	3.523	1.938	1.372
ENSG00000065665	SEC61A2	653	3.938	1.424	1.165	4.232
ENSG00000105499	PLA2G4C	654	3.935	2.236	2.635	1.944
ENSG00000159784	FAM131B	655	3.934	3.07	2.299	1.445
ENSG00000230526		656	3.932	2.836	2.06	1.914
ENSG00000183317	EPHA10	657	3.931	2.255	0.886	3.667
ENSG00000215217	C5orf49	658	3.929	1.6	1.995	3.209
ENSG00000220575	HTR5A-AS1	659	3.923	2.616	2.994	1.185
ENSG00000160326	SLC2A6	660	3.92	0.892	3.069	2.828
ENSG00000163596	ICA1L	661	3.919	2.727	2.114	1.947
ENSG00000237737	DCTN1-AS1	662	3.912	3.364	2.156	1.256
ENSG00000176871	WSB2	663	3.912	2.973	3.111	0.691
ENSG00000091428	RAPGEF4	664	3.911	1.872	1.87	3.033
ENSG00000138814	PPP3CA	665	3.91	2.365	3.554	0.853
ENSG00000251429		666	3.91	2.312	2.734	1.725
ENSG00000215712	TMEM242	667	3.909	1.933	2.006	2.832
ENSG00000110675	ELMOD1	668	3.908	2.722	2.969	1.077
ENSG00000183960	KCNH8	669	3.907	1.277	2.489	3.001
ENSG00000213578	CPLX3	670	3.907	2.703	2.287	1.777
ENSG00000103253	HAGHL	671	3.904	2.505	3.332	0.924
ENSG00000196810	CTBP1-AS2	672	3.899	0.514	3.649	2.591
ENSG00000227838		673	3.897	3.376	2.412	0.963
ENSG00000183379	SYNDIG1L	674	3.896	3.161	2.026	1.562
ENSG00000182674	KCNB2	675	3.894	2.407	2.719	1.618
ENSG00000084453	SLCO1A2	676	3.893	2.977	1.668	2.099
ENSG00000205704	LINC00634	677	3.893	3.465	2.057	1.221
ENSG00000113269	RNF130	678	3.887	3.733	2.009	0.99
ENSG00000161981	SNRNP25	679	3.885	3.563	1.521	1.644
ENSG00000112214	FHL5	680	3.882	3.22	2.335	1.17
ENSG00000106089	STX1A	681	3.882	1.093	1.682	3.949
ENSG00000076344	RGS11	682	3.877	1.458	2.793	2.465
ENSG00000135976	ANKRD36	683	3.876	2.383	1.483	2.848
ENSG00000135625	EGR4	684	3.873	1.231	1.536	3.94
ENSG00000008086	CDKL5	685	3.873	1.738	1.97	3.0
ENSG00000175874	CREG2	686	3.872	1.722	3.835	1.148
ENSG00000157890	MEGF11	687	3.871	2.565	2.456	1.684
ENSG00000147234	FRMPD3	688	3.87	0.962	2.19	3.551
ENSG00000172318	B3GALT1	689	3.868	3.509	3.339	-0.148
ENSG00000103316	CRYM	690	3.864	4.002	2.454	0.236
ENSG00000255968		691	3.863	2.268	2.538	1.884
ENSG00000148296	SURF6	692	3.858	2.224	3.532	0.926
ENSG00000173208	ABCD2	693	3.857	1.993	1.756	2.931
ENSG00000170634	ACYP2	694	3.855	2.88	3.596	0.201
ENSG00000184911	DMRTC1B	695	3.853	2.594	1.36	2.719
ENSG00000233123	LINC01007	696	3.852	2.318	2.341	2.014
ENSG00000180269	GPR139	697	3.85	1.572	3.305	1.791
ENSG00000251322	SHANK3	698	3.849	2.715	2.433	1.519
ENSG00000156486	KCNS2	699	3.848	2.065	2.827	1.773
ENSG00000138443	ABI2	700	3.847	1.085	2.593	2.985
ENSG00000225972	MTND1P23	701	3.843	8.356	-0.294	-1.407
ENSG00000119283	TRIM67	702	3.841	2.337	2.74	1.576
ENSG00000147485	PXDNL	703	3.833	2.024	2.972	1.643
ENSG00000258702		704	3.828	2.698	2.076	1.857
ENSG00000203685	STUM	705	3.827	2.795	1.563	2.271
ENSG00000148541	FAM13C	706	3.825	1.494	3.523	1.609
ENSG00000155816	FMN2	707	3.825	2.252	2.425	1.948
ENSG00000255366		708	3.825	2.151	2.431	2.043
ENSG00000266844		709	3.825	1.414	3.075	2.136
ENSG00000078269	SYNJ2	710	3.82	2.356	2.07	2.191
ENSG00000242419	PCDHGC4	711	3.819	2.59	3.146	0.879
ENSG00000152154	TMEM178A	712	3.819	1.914	3.591	1.11
ENSG00000166159	LRTM2	713	3.818	2.582	2.004	2.027
ENSG00000189367	KIAA0408	714	3.816	2.801	1.257	2.551
ENSG00000278840		715	3.814	1.486	2.696	2.423
ENSG00000165810	BTNL9	716	3.811	1.464	2.699	2.437
ENSG00000205758	CRYZL1	717	3.81	2.984	1.453	2.162
ENSG00000169432	SCN9A	718	3.807	3.0	3.0	0.593
ENSG00000180929	GPR62	719	3.805	1.752	3.231	1.607
ENSG00000159871	LYPD5	720	3.8	1.166	3.578	1.838
ENSG00000128965	CHAC1	721	3.798	0.411	1.906	4.261
ENSG00000160310	PRMT2	722	3.797	2.496	3.746	0.334
ENSG00000261509	TP53TG3B	723	3.795	2.486	2.718	1.37
ENSG00000253686	LINC01484	724	3.793	2.887	1.297	2.385
ENSG00000169282	KCNAB1	725	3.791	1.497	1.422	3.647
ENSG00000235111		726	3.791	1.687	3.283	1.596
ENSG00000106633	GCK	727	3.79	3.0	0.565	3.0
ENSG00000177181	RIMKLA	728	3.788	1.612	2.188	2.761
ENSG00000144218	AFF3	729	3.787	0.566	2.37	3.623
ENSG00000248485	PCP4L1	730	3.787	1.69	3.489	1.38
ENSG00000183709	IFNL2	731	3.786	1.206	1.786	3.565
ENSG00000189157	FAM47E	732	3.786	1.781	1.892	2.885
ENSG00000128564	VGF	733	3.783	1.445	1.603	3.505
ENSG00000143727	ACP1	734	3.783	0.609	3.579	2.364
ENSG00000185818	NAT8L	735	3.781	3.45	1.202	1.898
ENSG00000198785	GRIN3A	736	3.781	2.31	0.571	3.668
ENSG00000237973	MTCO1P12	737	3.778	9.577	-0.998	-2.036
ENSG00000261737		738	3.775	1.833	4.17	0.536
ENSG00000257647		739	3.775	1.737	2.861	1.94
ENSG00000100393	EP300	740	3.774	0.825	2.366	3.345
ENSG00000171772	SYCE1	741	3.774	0.868	3.448	2.22
ENSG00000273179		742	3.771	2.7	2.919	0.912
ENSG00000211574	MIR770	743	3.769	2.235	3.069	1.224
ENSG00000144460	NYAP2	744	3.768	2.119	2.356	2.051
ENSG00000198668	CALM1	745	3.767	2.013	2.437	2.073
ENSG00000101849	TBL1X	746	3.766	1.821	1.967	2.735
ENSG00000273331	TM4SF19-TCTEX1D2	747	3.765	3.519	2.561	0.442
ENSG00000234336	JAZF1-AS1	748	3.761	3.607	2.657	0.249
ENSG00000168481	LGI3	749	3.757	3.711	1.804	0.992
ENSG00000165092	ALDH1A1	750	3.752	1.124	2.738	2.637
ENSG00000101557	USP14	751	3.751	2.672	0.397	3.429
ENSG00000198929	NOS1AP	752	3.75	1.233	3.348	1.915
ENSG00000241769	LINC00893	753	3.746	1.169	2.341	2.979
ENSG00000092964	DPYSL2	754	3.745	1.907	1.972	2.607
ENSG00000132359	RAP1GAP2	755	3.744	0.811	2.122	3.552
ENSG00000277631	PGM5P3-AS1	756	3.742	2.468	1.615	2.399
ENSG00000160396	HIPK4	757	3.741	1.833	3.552	1.094
ENSG00000245317		758	3.74	4.423	0.467	1.587
ENSG00000198513	ATL1	759	3.737	0.793	3.395	2.285
ENSG00000008277	ADAM22	760	3.737	1.864	3.936	0.673
ENSG00000162601	MYSM1	761	3.732	1.291	2.142	3.031
ENSG00000240476	LINC00973	762	3.731	0.478	5.778	0.207
ENSG00000165194	PCDH19	763	3.731	3.0	3.0	0.462
ENSG00000173805	HAP1	764	3.73	2.957	1.081	2.421
ENSG00000197110	IFNL3	765	3.729	1.136	1.792	3.53
ENSG00000274508		766	3.728	2.491	2.604	1.362
ENSG00000018236	CNTN1	767	3.728	2.104	3.933	0.42
ENSG00000105738	SIPA1L3	768	3.727	1.195	3.615	1.646
ENSG00000240108	NCOR1P1	769	3.726	1.881	2.564	2.009
ENSG00000134769	DTNA	770	3.725	2.896	2.155	1.401
ENSG00000156475	PPP2R2B	771	3.719	1.882	2.808	1.751
ENSG00000249042		772	3.718	2.909	2.43	1.1
ENSG00000151025	GPR158	773	3.717	1.757	2.827	1.855
ENSG00000200534	SNORA33	774	3.717	2.588	1.545	2.304
ENSG00000265784		775	3.716	2.306	1.229	2.9
ENSG00000175985	PLEKHD1	776	3.714	1.843	3.066	1.523
ENSG00000270307	MTATP6P2	777	3.713	5.41	0.367	0.655
ENSG00000134780	DAGLA	778	3.71	3.04	1.777	1.608
ENSG00000269489		779	3.705	2.09	1.845	2.482
ENSG00000118689	FOXO3	780	3.703	2.249	2.994	1.171
ENSG00000237036	ZEB1-AS1	781	3.703	1.367	3.266	1.781
ENSG00000141349	G6PC3	782	3.703	2.107	1.269	3.039
ENSG00000156256	USP16	783	3.703	0.581	2.395	3.437
ENSG00000121351	IAPP	784	3.702	3.41	0.57	2.433
ENSG00000154118	JPH3	785	3.702	2.384	1.504	2.525
ENSG00000117154	IGSF21	786	3.702	2.757	0.805	2.85
ENSG00000198753	PLXNB3	787	3.701	1.762	4.113	0.535
ENSG00000102981	PARD6A	788	3.699	1.89	2.518	1.998
ENSG00000183495	EP400	789	3.698	1.72	3.057	1.629
ENSG00000188191	PRKAR1B	790	3.698	2.664	3.957	-0.217
ENSG00000255916		791	3.697	0.685	3.408	2.311
ENSG00000181090	EHMT1	792	3.688	2.07	3.0	1.318
ENSG00000187566	NHLRC1	793	3.688	3.0	3.0	0.387
ENSG00000185386	MAPK11	794	3.682	0.818	3.03	2.528
ENSG00000159479	MED8	795	3.68	-0.673	4.581	2.466
ENSG00000111252	SH2B3	796	3.68	1.525	2.031	2.818
ENSG00000210127	MT-TA	797	3.679	7.763	-0.26	-1.131
ENSG00000122733	PHF24	798	3.679	2.036	2.844	1.492
ENSG00000125820	NKX2-2	799	3.677	1.412	1.287	3.67
ENSG00000139910	NOVA1	800	3.67	3.145	2.517	0.695
ENSG00000249854	CDH18-AS1	801	3.666	2.16	2.952	1.239
ENSG00000134376	CRB1	802	3.663	3.052	1.972	1.321
ENSG00000223987	RPL26P28	803	3.662	1.542	2.575	2.226
ENSG00000111911	HINT3	804	3.66	2.344	2.89	1.105
ENSG00000273487		805	3.659	2.443	1.851	2.044
ENSG00000172987	HPSE2	806	3.657	2.425	3.991	-0.081
ENSG00000147262	GPR119	807	3.657	2.589	0.236	3.509
ENSG00000214402	LCNL1	808	3.657	2.474	4.168	-0.309
ENSG00000176406	RIMS2	809	3.655	1.687	1.529	3.115
ENSG00000180354	MTURN	810	3.652	3.436	2.419	0.469
ENSG00000230606		811	3.651	2.672	1.739	1.913
ENSG00000103647	CORO2B	812	3.651	0.512	2.887	2.925
ENSG00000229431		813	3.65	1.351	2.359	2.612
ENSG00000166924	NYAP1	814	3.646	2.344	1.311	2.66
ENSG00000189241	TSPYL1	815	3.645	1.799	2.989	1.525
ENSG00000273164	DGCR10	816	3.642	2.395	2.027	1.886
ENSG00000198914	POU3F3	817	3.641	2.096	3.146	1.064
ENSG00000253964	RPL31P40	818	3.641	2.694	2.221	1.39
ENSG00000110427	KIAA1549L	819	3.638	2.076	2.706	1.518
ENSG00000275450		820	3.637	2.825	2.056	1.419
ENSG00000136367	ZFHX2	821	3.634	3.057	2.177	1.06
ENSG00000278224	PRICKLE4	822	3.632	2.97	2.987	0.333
ENSG00000253622		823	3.63	2.356	1.869	2.062
ENSG00000130653	PNPLA7	824	3.629	1.832	5.178	-0.725
ENSG00000145198	VWA5B2	825	3.628	1.966	1.63	2.688
ENSG00000084764	MAPRE3	826	3.624	2.24	2.443	1.594
ENSG00000102466	FGF14	827	3.622	0.739	2.936	2.599
ENSG00000277121		828	3.619	1.345	2.141	2.782
ENSG00000100276	RASL10A	829	3.617	1.801	0.949	3.515
ENSG00000270112		830	3.615	1.491	2.39	2.38
ENSG00000204842	ATXN2	831	3.614	1.752	3.38	1.129
ENSG00000060709	RIMBP2	832	3.609	1.346	1.784	3.12
ENSG00000107282	APBA1	833	3.606	2.553	3.455	0.238
ENSG00000188916	FAM196A	834	3.604	0.766	3.488	1.988
ENSG00000151552	QDPR	835	3.604	3.847	1.371	1.025
ENSG00000013016	EHD3	836	3.603	0.539	4.133	1.568
ENSG00000182389	CACNB4	837	3.601	2.95	1.921	1.367
ENSG00000119402	FBXW2	838	3.601	-0.242	2.622	3.857
ENSG00000251652		839	3.589	1.866	1.985	2.366
ENSG00000122386	ZNF205	840	3.588	1.486	3.177	1.552
ENSG00000182870	GALNT9	841	3.585	1.29	2.936	1.984
ENSG00000150967	ABCB9	842	3.584	0.655	2.871	2.682
ENSG00000231013		843	3.584	1.118	2.405	2.685
ENSG00000196569	LAMA2	844	3.584	1.876	3.0	1.332
ENSG00000075429	CACNG5	845	3.582	1.667	1.513	3.025
ENSG00000186462	NAP1L2	846	3.582	2.292	2.04	1.871
ENSG00000186648	CARMIL3	847	3.579	1.296	0.942	3.962
ENSG00000249992	TMEM158	848	3.579	2.128	1.377	2.693
ENSG00000262001	DLGAP1-AS2	849	3.577	2.957	1.794	1.444
ENSG00000169507	SLC38A11	850	3.576	2.16	1.634	2.4
